Time;Time(approx);Data Count;Event Type;Duration (s);Upright Bout Number;Upright Bout Duration (s);Num Steps;Cadence;Longest Straight Line Time (s);Straight Line Time (s) (>=15s,<30s);Straight Line Time (s) (>=30s,<45s);Straight Line Time (s) (>=45s,<60s);Straight Line Time (s) (>=60s);Cumulative Positive Height Change (m);Cumulative Negative Height Change (m)
45594.3750115741;2024-10-29 09:00:01;0;0;8371.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.4718981481;2024-10-29 11:19:32;83710;1;7.5;1;196.4;0;0;0.0;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.4719849537;2024-10-29 11:19:40;83785;2;5.2;1;196.4;4;46;1.0;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.4720451389;2024-10-29 11:19:45;83837;1;181.6;1;196.4;0;0;0.0;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.4741469907;2024-10-29 11:22:46;85653;2;1.3;1;196.4;2;92;0.0;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.4741620370;2024-10-29 11:22:48;85666;1;0.8;1;196.4;0;0;0.0;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.4741712963;2024-10-29 11:22:48;85674;0;142.3;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.4758182870;2024-10-29 11:25:11;87097;1;2.1;2;733.7;0;0;0.0;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.4758425926;2024-10-29 11:25:13;87118;2;1.5;2;733.7;2;80;0.0;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.4758599537;2024-10-29 11:25:14;87133;1;30.9;2;733.7;0;0;0.0;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.4762175926;2024-10-29 11:25:45;87442;2;20.3;2;733.7;28;83;13.4;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.4764525463;2024-10-29 11:26:06;87645;1;37.5;2;733.7;0;0;0.0;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.4768865741;2024-10-29 11:26:43;88020;2;1.1;2;733.7;2;109;0.0;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.4768993056;2024-10-29 11:26:44;88031;1;177.0;2;733.7;0;0;0.0;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.4789479167;2024-10-29 11:29:41;89801;2;5.7;2;733.7;4;42;0.8;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.4790138889;2024-10-29 11:29:47;89858;1;36.5;2;733.7;0;0;0.0;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.4794363426;2024-10-29 11:30:23;90223;2;5.6;2;733.7;2;21;0.0;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.4795011574;2024-10-29 11:30:29;90279;1;23.7;2;733.7;0;0;0.0;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.4797754630;2024-10-29 11:30:53;90516;2;4.6;2;733.7;4;52;2.4;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.4798287037;2024-10-29 11:30:57;90562;1;81.3;2;733.7;0;0;0.0;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.4807696759;2024-10-29 11:32:19;91375;2;52.6;2;733.7;92;105;27.4;27.4;0.0;0.0;0.0;0.00;-0.00;
45594.4813784722;2024-10-29 11:33:11;91901;1;105.9;2;733.7;0;0;0.0;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.4826041667;2024-10-29 11:34:57;92960;2;96.0;2;733.7;154;96;41.4;20.6;41.4;0.0;0.0;0.00;-0.00;
45594.4837152778;2024-10-29 11:36:33;93920;1;10.4;2;733.7;0;0;0.0;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.4838356481;2024-10-29 11:36:43;94024;2;1.6;2;733.7;2;75;0.0;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.4838541667;2024-10-29 11:36:45;94040;1;23.5;2;733.7;0;0;0.0;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.4841261574;2024-10-29 11:37:09;94275;2;2.5;2;733.7;4;96;1.2;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.4841550926;2024-10-29 11:37:11;94300;1;13.4;2;733.7;0;0;0.0;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.4843101852;2024-10-29 11:37:24;94434;0;98.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.4854444444;2024-10-29 11:39:02;95414;1;1.3;3;146.8;0;0;0.0;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.4854594907;2024-10-29 11:39:04;95427;2;33.3;3;146.8;48;86;10.9;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.4858449074;2024-10-29 11:39:37;95760;1;73.3;3;146.8;0;0;0.0;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.4866932870;2024-10-29 11:40:50;96493;2;22.7;3;146.8;42;111;6.4;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.4869560185;2024-10-29 11:41:13;96720;1;16.2;3;146.8;0;0;0.0;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.4871435185;2024-10-29 11:41:29;96882;5;2213.1;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.5127581019;2024-10-29 12:18:22;119013;1;15.2;4;189.7;0;0;0.0;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.5129340278;2024-10-29 12:18:38;119165;2;44.5;4;189.7;80;108;16.1;31.3;0.0;0.0;0.0;0.00;-0.00;
45594.5134490741;2024-10-29 12:19:22;119610;1;11.7;4;189.7;0;0;0.0;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.5135844907;2024-10-29 12:19:34;119727;2;7.6;4;189.7;4;32;5.7;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.5136724537;2024-10-29 12:19:41;119803;1;66.3;4;189.7;0;0;0.0;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.5144398148;2024-10-29 12:20:48;120466;2;43.1;4;189.7;70;97;15.4;15.4;0.0;0.0;0.0;0.00;-0.00;
45594.5149386574;2024-10-29 12:21:31;120897;1;1.3;4;189.7;0;0;0.0;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.5149537037;2024-10-29 12:21:32;120910;0;181.6;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.5170555556;2024-10-29 12:24:34;122726;1;1.4;5;1415.5;0;0;0.0;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.5170717593;2024-10-29 12:24:35;122740;2;13.3;5;1415.5;10;45;2.4;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.5172256944;2024-10-29 12:24:48;122873;1;37.0;5;1415.5;0;0;0.0;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.5176539352;2024-10-29 12:25:25;123243;2;15.7;5;1415.5;28;107;14.4;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.5178356481;2024-10-29 12:25:41;123400;1;14.8;5;1415.5;0;0;0.0;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.5180069444;2024-10-29 12:25:56;123548;2;34.5;5;1415.5;54;94;18.5;18.5;0.0;0.0;0.0;0.00;-0.00;
45594.5184062500;2024-10-29 12:26:30;123893;1;35.7;5;1415.5;0;0;0.0;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.5188194444;2024-10-29 12:27:06;124250;2;16.1;5;1415.5;8;30;11.2;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.5190057870;2024-10-29 12:27:22;124411;1;44.0;5;1415.5;0;0;0.0;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.5195150463;2024-10-29 12:28:06;124851;2;13.9;5;1415.5;12;52;7.9;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.5196759259;2024-10-29 12:28:20;124990;1;8.8;5;1415.5;0;0;0.0;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.5197777778;2024-10-29 12:28:29;125078;2;1.1;5;1415.5;2;109;0.0;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.5197905093;2024-10-29 12:28:30;125089;1;9.4;5;1415.5;0;0;0.0;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.5198993056;2024-10-29 12:28:39;125183;2;14.3;5;1415.5;22;92;13.5;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.5200648148;2024-10-29 12:28:54;125326;1;69.7;5;1415.5;0;0;0.0;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.5208715278;2024-10-29 12:30:03;126023;2;23.3;5;1415.5;26;67;11.3;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.5211412037;2024-10-29 12:30:27;126256;1;8.4;5;1415.5;0;0;0.0;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.5212384259;2024-10-29 12:30:35;126340;2;3.5;5;1415.5;2;34;0.0;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.5212789352;2024-10-29 12:30:39;126375;1;7.8;5;1415.5;0;0;0.0;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.5213692130;2024-10-29 12:30:46;126453;2;23.1;5;1415.5;20;52;20.1;20.1;0.0;0.0;0.0;1.51;-0.00;
45594.5216365741;2024-10-29 12:31:09;126684;1;19.7;5;1415.5;0;0;0.0;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.5218645833;2024-10-29 12:31:29;126881;2;5.3;5;1415.5;6;68;3.5;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.5219259259;2024-10-29 12:31:34;126934;1;92.8;5;1415.5;0;0;0.0;0.0;0.0;0.0;0.0;0.00;-0.00;
45594.5230000000;2024-10-29 12:33:07;127862;2;12.3;5;1415.5;14;68;10.1;0.0;0.0;0.0;0.0;0.00;-0.00;
