Time;Time(approx);Data Count;Event Type;Duration (s);Upright Bout Number;Upright Bout Duration (s);Num Steps;Cadence;Longest Straight Line Time (s);Straight Line Time (s) (>=15s,<30s);Straight Line Time (s) (>=30s,<45s);Straight Line Time (s) (>=45s,<60s);Straight Line Time (s) (>=60s);Cumulative Positive Height Change (m);Cumulative Negative Height Change (m)
44754.4375578704;2022-07-12 10:30:05;0;1;278.3;1;278.3;0;0;0.0;0.0;0.0;0.0;0.0;0.00;-0.00;
44754.4407789352;2022-07-12 10:34:43;2783;0;653.8;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.00;-0.00;
44754.4483460648;2022-07-12 10:45:37;9321;1;0.9;2;168.5;0;0;0.0;0.0;0.0;0.0;0.0;0.00;-0.00;
44754.4483564815;2022-07-12 10:45:38;9330;2;52.0;2;168.5;76;88;33.5;0.0;33.5;0.0;0.0;8.70;-3.69;
44754.4489583333;2022-07-12 10:46:30;9850;1;11.5;2;168.5;0;0;0.0;0.0;0.0;0.0;0.0;0.00;-0.00;
44754.4490914352;2022-07-12 10:46:42;9965;2;5.6;2;168.5;4;43;4.2;0.0;0.0;0.0;0.0;0.00;-0.00;
44754.4491562500;2022-07-12 10:46:47;10021;1;8.6;2;168.5;0;0;0.0;0.0;0.0;0.0;0.0;0.00;-0.00;
44754.4492557870;2022-07-12 10:46:56;10107;2;2.6;2;168.5;4;92;1.4;0.0;0.0;0.0;0.0;0.00;-0.00;
44754.4492858796;2022-07-12 10:46:58;10133;1;11.5;2;168.5;0;0;0.0;0.0;0.0;0.0;0.0;0.00;-0.00;
44754.4494189815;2022-07-12 10:47:10;10248;2;1.3;2;168.5;2;92;0.0;0.0;0.0;0.0;0.0;0.00;-0.00;
44754.4494340278;2022-07-12 10:47:11;10261;1;17.0;2;168.5;0;0;0.0;0.0;0.0;0.0;0.0;0.00;-0.00;
44754.4496307870;2022-07-12 10:47:28;10431;2;42.0;2;168.5;60;86;27.4;27.4;0.0;0.0;0.0;3.80;-1.54;
44754.4501168981;2022-07-12 10:48:10;10851;1;15.5;2;168.5;0;0;0.0;0.0;0.0;0.0;0.0;0.00;-0.00;
